Moscow Bangkok 7060.98
Moscow Hong_Kong 7110.82
Moscow Cherepovets 429.95
Moscow Apatity 1359.56
Moscow Chimkent 2692.03
Moscow Aktau 1591.95
Moscow Kulyab 3065.25
Moscow Dubai 3643.12
Moscow Abu_Dhabi 3707.88
Moscow Sharjah 3639.98
Moscow Bishkek 2943.75
Moscow Vienna 1668.66
Moscow Andizhan 2986.94
Moscow Nukus 2124.12
Moscow Tashkent 2766.5
Moscow Termez 2986.26
Moscow Urgench 2255.24
Moscow Kurgan 1724.33
Moscow Malaga 3794.72
Moscow Alicante 3425.99
Moscow Barcelona 3029.63
Moscow Madrid 3437.08
Moscow Palma_de_Mallorca 3127.13
Moscow Omsk 2224.34
Moscow Baku 1885.96
Moscow Tokyo 7515.57
Moscow Malta 2809.24
Moscow Osh 3026.15
Moscow Geneva 2428.24
Moscow Zurich 2197.91
Moscow Tel-aviv 2613.17
Moscow Cairo 2859.37
Moscow Istanbul 1732.35
Moscow Kiev 733.27
Moscow Odessa 1118.92
Moscow Doha 3533.21
Moscow Orsk 1452.7
Moscow Orenburg 1222.15
Moscow Amman 2638.86
Moscow Anapa 1158.19
Moscow Abakan 3367.36
Moscow Sochi 1338.25
Moscow Ashkhabad 2468.57
Moscow Barnaul 2911.03
Moscow Bourgas 1612.99
Moscow Bratsk 3835.49
Moscow Chelyabinsk 1484.92
Moscow Yerevan 1763.59
Moscow Genoa 2388.93
Moscow Nizhniy_Novgorod 378.37
Moscow Chita 4729.92
Moscow Irkutsk 4209.19
Moscow Kemorovo 2987.29
Moscow Kaliningrad 1099.13
Moscow Krasnoyarsk 3323.06
Moscow Samara 818.5
Moscow Larnaca 2307.44
Moscow Lisbon 3914.53
Moscow Mineralnye_Vody 1297.32
Moscow Nizhnevartovsk 2307.47
Moscow Novokuznetsk 3094.01
Moscow Norilsk 2865.73
Moscow Novy_Urengoy 2347.14
Moscow Nadym 2172.31
Moscow Beslan 1440.13
Moscow Novosibirsk 2790.57
Moscow Perm 1138.11
Moscow Paphos 2338.76
Moscow Pula 2054.57
Moscow Pavlodar 2562.73
Moscow Gorno-Altaysk 3116.53
Moscow Rostov 916.16
Moscow Surgut 2142.05
Moscow Simferopol 1184.92
Moscow Stavropol 1183.46
Moscow Yekaterinburg 1422.33
Moscow Tbilisi 1611.99
Moscow Tyumen 1692.04
Moscow Tomsk 2893.61
Moscow Ufa 1147.52
Moscow Ust_Kamenogorsk 3008.17
Moscow Ulan-ude 4412.3
Moscow Varna 1535.45
Moscow Valencia 3325.27
Moscow Volgograd 857.56
Moscow Villafranca 2195.17
Moscow Yakutsk 4898.66
Moscow Brussels 2261.39
Moscow Houston 9535.44
Moscow Singapore 8404.0
Moscow Karlsruhe/Baden-Baden 2147.51
Moscow Leipzig 1746.69
Moscow Nice 2541.71
Moscow Tunis 2932.08
Moscow London 2544.14
Moscow Manchester 2576.41
Moscow Cologne 2095.26
Moscow Qabala 1773.89
Moscow Ganja 1744.48
Moscow Lankaran 2023.68
Moscow Gyumri 1687.86
Moscow Rimini 2196.89
Moscow Colombo 6513.39
Moscow Alma-ata 3081.89
Moscow Blagoveschensk 5604.1
Moscow Dalaman 2190.86
Moscow Dnepropetrovsk 807.46
Moscow Donetsk 815.95
Moscow Dubai 3709.21
Moscow Anadyr 6228.0
Moscow Magadan 5894.27
Moscow Goa 5403.23
Moscow Phuket 7431.81
Moscow Khanty-Mansiysk 1909.02
Moscow Hurghada 3157.48
Moscow Kiev 747.77
Moscow Karaganda 2450.87
Moscow Khabarovsk 6151.89
Moscow Kokshetau 2048.28
Moscow Milano 2308.69
Moscow Pardubice 1601.17
Moscow Petropavlovsk 6776.87
Moscow Punta_Cana 9299.53
Moscow Ho_Chi_Minh_City 7686.47
Moscow Sharm_El_Sheikh 3064.18
Moscow Sanya 7181.48
Moscow Tenerife 5261.15
Moscow Tselinograd 2264.35
Moscow Yuzhno-sakhalinsk 6660.62
Moscow Vilnius 808.2
Moscow Varadero 9589.1
Moscow Vladivostok 6412.3
Moscow Nha_Trang 7738.33
Moscow Hanoi 6695.27
Moscow Noyabrsk 2245.18
Moscow Salekhard 1955.42
Moscow Podgorica 1979.71
Moscow Sevastopol 1230.93
Losuia Gurney 216.93
Tufi Girua 115.12
Cologne El_Aroui 1946.35
Cologne Algier 1607.31
Cologne Stockholm 1189.14
Cologne Athens 1953.31
Cologne Antalya 2432.84
Cologne Barcelona 1133.11
Cologne Bastia 941.63
Cologne Bologna 769.19
Cologne Bari 1310.16
Cologne Budapest 958.75
Cologne Cagliari 1300.45
Cologne Kerkyra/corfu 1598.42
Cologne Calvi 935.56
Cologne Catania 1616.67
Cologne Dubrovnik 1251.57
Cologne Dresden 464.5
Cologne Dublin 956.99
Cologne Edinburgh 896.09
Cologne Faro 1951.13
Cologne Rome 1080.89
Cologne Friedrichshafen 394.69
Cologne Hamburg 363.39
Cologne Heringsdorf 581.72
Cologne Heraklion 2252.14
Cologne Ibiza 1408.29
Cologne Mykonos 2072.93
Cologne Thira 2171.7
Cologne Kos 2225.17
Cologne Klagenfurt 705.87
Cologne Kavala 1740.57
Cologne Leipzig 361.23
Cologne London 534.41
Cologne Lisbon 1851.04
Cologne Gran_Canaria 3175.63
Cologne Manchester 699.64
Cologne Milano 594.01
Cologne Naples 1239.03
Cologne Nice 801.71
Cologne Olbia 1123.64
Cologne Palma_de_Mallorca 1304.35
Cologne Palermo 1487.01
Cologne Prague 510.66
Cologne Pisa 835.44
Cologne Pula 834.17
Cologne Marrakech 2479.17
Cologne Rhodos 2314.74
Cologne Rijeka 835.77
Cologne Laage 486.37
Cologne Istanbul 2030.99
Cologne Sarajevo 1148.57
Cologne Thessaloniki 1677.7
Cologne Split 1067.42
Cologne London 492.62
Cologne Lamezia 1508.69
Cologne Salzburg 545.01
Cologne Tel-aviv 3088.95
Cologne Tunis 1578.01
Cologne Berlin 463.32
Cologne Venice 710.06
Cologne Vienna 746.23
Cologne Villafranca 668.77
Cologne Warsaw 966.23
Cologne Jerez 1888.53
Cologne Zadar 971.01
Cologne Zagreb 871.19
Cologne Zurich 391.88
Cologne Las_Palmas 2990.84
Cologne Malaga 1829.66
Cologne Fuerteventura 3050.97
Cologne Hurghada 3461.64
Cologne Menorca 1244.78
Cologne Munich 435.84
Cologne Enfidha 1666.03
Cologne Tenerife 3224.87
Cologne Amsterdam 229.71
Cologne Birmingham 637.9
Cologne Alicante 1524.89
Cologne Oslo 1066.56
Cologne Gerona 1051.85
Cologne Tehran 3889.77
Cologne Ankara 2324.88
Cologne Bern 440.32
Cologne Istanbul 1993.78
Cologne London 513.97
Cologne Moscow 2095.26
Cologne Gdansk 857.25
Cologne Katowice 841.73
Cologne Skopje 1483.1
Cologne Kiev 1638.29
Cologne Boa_Vista 4697.17
Cologne Funchal 2807.28
Cologne Izmir 2101.92
Duesseldorf Friedrichshafen 448.59
Duesseldorf Ancona 986.24
Duesseldorf Stockholm 1162.78
Duesseldorf Barcelona 1167.78
Duesseldorf Bastia 993.28
Duesseldorf Bilbao 1147.99
Duesseldorf Bari 1363.46
Duesseldorf Basel 415.16
Duesseldorf Cagliari 1350.72
Duesseldorf Catania 1670.53
Duesseldorf Cardiff 702.0
Duesseldorf Dubrovnik 1303.05
Duesseldorf Dresden 487.91
Duesseldorf Dublin 915.4
Duesseldorf Geneva 563.92
Duesseldorf Heringsdorf 575.85
Duesseldorf Heraklion 2303.54
Duesseldorf Ibiza 1443.6
Duesseldorf Katowice 867.82
Duesseldorf Leipzig 380.49
Duesseldorf Lyon 630.94
Duesseldorf Madrid 1439.84
Duesseldorf Montpellier 883.32
Duesseldorf Milano 645.78
Duesseldorf Newquai 830.21
Duesseldorf Nuernberg 364.12
Duesseldorf Olbia 1174.86
Duesseldorf Palma_de_Mallorca 1342.38
Duesseldorf Poznan 701.87
Duesseldorf Prague 543.99
Duesseldorf Pristina 1449.63
Duesseldorf Thessaloniki 1727.18
Duesseldorf Split 1119.66
Duesseldorf Lamezia 1562.58
Duesseldorf Torino 680.38
Duesseldorf Venice 763.74
Duesseldorf Warsaw 981.59
Duesseldorf Wroclaw 705.08
Duesseldorf Zadar 1023.55
Duesseldorf Athens 2004.05
Duesseldorf Kalamata 1987.51
Duesseldorf Nantes 762.16
Duesseldorf Abu_Dhabi 5027.86
Duesseldorf New_York 6019.12
Duesseldorf Los_Angeles 9135.99
Duesseldorf London 502.0
Duesseldorf Miami 7605.95
Duesseldorf Chicago 6790.54
Duesseldorf Fort_Myers 7642.88
Duesseldorf Las_Palmas 3007.67
Duesseldorf Malaga 1854.04
Duesseldorf Alicante 1556.18
Duesseldorf Antalya 2479.48
Duesseldorf Belgrade 1234.57
Duesseldorf Kerkyra/corfu 1650.73
Duesseldorf Calvi 986.22
Duesseldorf Copenhagen 619.19
Duesseldorf Cancun 8446.34
Duesseldorf Willemstad 7965.3
Duesseldorf Djerba 1963.87
Duesseldorf Moscow 2098.82
Duesseldorf Faro 1967.84
Duesseldorf Rome 1134.56
Duesseldorf Florence 895.77
Duesseldorf Funchal 2815.13
Duesseldorf Fuerteventura 3067.88
Duesseldorf Guernsey 695.48
Duesseldorf Westerland 416.52
Duesseldorf Hamburg 339.73
Duesseldorf Helsinki 1508.27
Duesseldorf Hurghada 3511.86
Duesseldorf Jersey 677.66
Duesseldorf Kos 2274.54
Duesseldorf Kavala 1788.25
Duesseldorf Gran_Canaria 3190.79
Duesseldorf Menorca 1286.19
Duesseldorf Mytilini 2054.32
Duesseldorf Munich 485.97
Duesseldorf Naples 1292.97
Duesseldorf Enfidha 1717.23
Duesseldorf Nice 849.47
Duesseldorf Ponta_Delgada 2948.27
Duesseldorf Puerto_Plata 7438.01
Duesseldorf Punta_Cana 7383.9
Duesseldorf Preveza 1754.15
Duesseldorf Rhodos 2363.71
Duesseldorf Riga 1280.01
Duesseldorf Marsa_Alam 3705.95
Duesseldorf Istanbul 2074.57
Duesseldorf Samos 2187.11
Duesseldorf Santa_Cruz_De_La_Palma 3243.33
Duesseldorf London 456.08
Duesseldorf Stuttgart 338.24
Duesseldorf Salzburg 594.54
Duesseldorf Tenerife 3238.23
Duesseldorf Tel-aviv 3136.28
Duesseldorf Berlin 468.89
Duesseldorf Vienna 788.07
Duesseldorf Varadero 7912.05
Duesseldorf Zurich 444.54
Duesseldorf Zakynthos 1869.58
Duesseldorf Atlanta 7238.65
Duesseldorf Paris 392.89
Duesseldorf Amsterdam 178.4
Duesseldorf Billund 519.51
Duesseldorf London 466.22
Duesseldorf Birmingham 598.55
Duesseldorf Exeter 714.54
Duesseldorf Manchester 655.64
Duesseldorf Beijing 7798.55
Duesseldorf Agadir 2686.88
Duesseldorf Chania 2234.21
Duesseldorf Dalaman 2377.39
Duesseldorf Larnaca 2816.87
Duesseldorf Jerez 1909.54
Duesseldorf Dubai 5006.65
Duesseldorf Frankfurt 188.21
Duesseldorf St._Petersburg 1741.25
Duesseldorf Luxemburg 189.09
Duesseldorf Malta 1823.04
Duesseldorf Budapest 999.33
Duesseldorf Newark 6040.33
Duesseldorf Glasgow 896.54
Duesseldorf Gothenborg 792.8
Duesseldorf Graz 790.89
Duesseldorf Linz 631.88
Duesseldorf Newcastle 700.62
Duesseldorf Tokyo 9333.96
Duesseldorf Oslo 1026.39
Duesseldorf Bucharest 1616.4
Duesseldorf Moscow 2058.25
Duesseldorf Valencia 1427.75
Duesseldorf Leeds 637.1
Duesseldorf Izmir 2150.1
Duesseldorf Kayseri 2627.54
Duesseldorf Ankara 2366.35
Duesseldorf Erbil 3374.3
Duesseldorf Sulaymaniyah 3515.28
Duesseldorf Zonguldak 2210.28
Duesseldorf Moscow 2068.68
Duesseldorf Istanbul 2037.69
Duesseldorf Lisbon 1862.31
Duesseldorf Tunis 1629.14
Duesseldorf London 484.76
Duesseldorf Tehran 3923.13
Duesseldorf Patras 1857.68
Duesseldorf Podgorica 1370.97
Munich Marina_Di_Campo 633.68
Munich Dortmund 461.57
Munich Athens 1518.16
Munich Heraklion 1818.39
Munich Kalamata 1505.7
Munich Thessaloniki 1241.93
Munich London 942.06
Munich Philadelphia 6633.24
Munich Las_Palmas 3058.97
Munich Malaga 1855.52
Munich Alicante 1497.22
Munich Amman 2748.06
Munich Karpathos 1912.86
Munich Abu_Dhabi 4581.44
Munich Antalya 2001.56
Munich Brindisi 984.96
Munich Cagliari 1035.74
Munich Kerkyra/corfu 1169.26
Munich Cologne 435.84
Munich Catania 1239.78
Munich Moscow 1942.63
Munich Duesseldorf 485.97
Munich Faro 2038.85
Munich Funchal 2948.8
Munich Fuerteventura 3117.71
Munich Westerland 767.17
Munich Hamburg 600.21
Munich Helsinki 1575.04
Munich Ibiza 1344.77
Munich Kos 1789.42
Munich Kavala 1307.25
Munich Gran_Canaria 3255.36
Munich Madrid 1496.13
Munich Menorca 1120.04
Munich Mytilini 1572.42
Munich Naples 853.85
Munich Enfidha 1370.12
Munich Olbia 848.35
Munich Palma_de_Mallorca 1216.47
Munich Punta_Cana 7761.03
Munich Preveza 1271.74
Munich Rhodos 1879.28
Munich Riga 1255.28
Munich Istanbul 1610.54
Munich Samos 1702.91
Munich Tenerife 3318.72
Munich Tel-aviv 2655.84
Munich Berlin 479.73
Munich Vienna 355.4
Munich Zakynthos 1389.8
Munich Sofia 1100.89
Munich Montreal 6152.7
Munich Vancouver 8343.0
Munich Toronto 6643.03
Munich Atlanta 7704.38
Munich Paris 681.78
Munich Mumbai 6314.16
Munich Delhi 5901.3
Munich Casablanca 2318.45
Munich Marrakech 2499.78
Munich Rome 729.39
Munich Billund 840.97
Munich Djerba 1612.66
Munich Bristol 1090.98
Munich Beijing 7723.31
Munich Shanghai 8780.94
Munich Frankfurt 300.27
Munich Larnaca 2340.25
Munich Agadir 2694.75
Munich Chania 1750.29
Munich Dalaman 1894.55
Munich Hurghada 3025.94
Munich Santa_Cruz_De_La_Palma 3343.85
Munich Jerez 1942.2
Munich Stockholm 1317.73
Munich Oslo 1317.71
Munich Dublin 1381.72
Munich Cork 1492.47
Munich Dubai 4565.45
Munich Bari 893.09
Munich Florence 507.39
Munich Venice 319.74
Munich Villafranca 336.02
Munich Keflavik 2692.6
Munich Barcelona 1094.97
Munich Sao_Paulo 9860.02
Munich Ljubljana 311.03
Munich Pristina 965.29
Munich Amsterdam 664.38
Munich Malta 1407.35
Munich Luxemburg 430.68
Munich Izmir 1667.48
Munich Ancona 540.8
Munich Belgrade 760.35
Munich Birmingham 1060.17
Munich Bilbao 1267.37
Munich Bangkok 8802.49
Munich Bologna 426.42
Munich Boston 6182.96
Munich Bremen 563.1
Munich Brussels 597.16
Munich Basel 328.14
Munich Budapest 566.08
Munich Cairo 2623.99
Munich Cluj-napoca 908.96
Munich Charlotte 7352.98
Munich Copenhagen 810.17
Munich Dubrovnik 818.45
Munich Donetsk 1914.67
Munich Dresden 340.3
Munich Ankara 1912.76
Munich Newark 6505.0
Munich Munster 511.65
Munich Gdansk 814.17
Munich Genoa 493.15
Munich Gothenborg 1035.96
Munich Graz 312.77
Munich Geneva 488.49
Munich Hannover 480.46
Munich Hong_Kong 9022.16
Munich Tokyo 9361.55
Munich Washington 6845.1
Munich Seoul 8502.24
Munich Istanbul 1572.1
Munich New_York 6483.1
Munich Johannesburg 8446.99
Munich Kiev 1398.2
Munich Chisinau 1291.9
Munich Krakow 611.62
Munich Los_Angeles 9618.82
Munich St._Petersburg 1741.86
Munich Leipzig 343.99
Munich Lisbon 1984.23
Munich Lvov 900.27
Munich Lyon 585.33
Munich Manchester 1130.4
Munich Mexico_City 9847.95
Munich Marseille 746.55
Munich Milano 381.47
Munich Nice 630.16
Munich Nuernberg 137.77
Munich Odessa 1434.79
Munich Chicago 7271.84
Munich Bucharest 1172.54
Munich Paderborn 427.58
Munich Palermo 1136.95
Munich Poznan 576.28
Munich Prague 264.65
Munich Pisa 530.43
Munich Laage 619.87
Munich Rotterdam 658.94
Munich Riyadh 4000.65
Munich Sibiu 973.77
Munich San_Francisco 9440.0
Munich Sarajevo 712.77
Munich Split 638.95
Munich Stuttgart 192.56
Munich Lamezia 1109.99
Munich Tbilisi 2688.65
Munich Tirana 992.23
Munich Toulouse 960.42
Munich Torino 471.32
Munich Ronchi_De_Legionari 308.63
Munich Timisoara 776.17
Munich Valencia 1388.93
Munich Warsaw 777.58
Munich Wroclaw 477.24
Munich Zadar 545.8
Munich Zagreb 435.41
Munich Zurich 260.79
Munich Vilnius 1163.82
Munich Doha 4301.28
Munich Porto 1790.83
Munich Novosibirsk 4728.74
Munich Singapore 10061.62
Munich Erbil 2940.94
Munich Sulaymaniyah 3083.35
Munich Moscow 1927.99
Munich Bern 359.08
Munich Tunis 1285.72
Munich Edinburgh 1330.75
Munich London 913.83
Munich London 911.29
Munich Krasnodar 2109.84
Munich Yekaterinburg 3364.15
Munich Houston 8701.76
Munich Bordeaux 1031.39
Munich Nantes 1009.38
Munich Muscat 4903.71
Munich Boa_Vista 4770.69
Munich Voronezh 1983.73
Nuernberg Duesseldorf 364.12
Nuernberg Hamburg 465.56
Nuernberg Berlin 374.2
Nuernberg Thessaloniki 1365.66
Nuernberg Antalya 2115.38
Nuernberg Djerba 1737.98
Nuernberg Fuerteventura 3153.08
Nuernberg Heraklion 1948.39
Nuernberg Hurghada 3151.61
Nuernberg Ibiza 1409.77
Nuernberg Kos 1912.59
Nuernberg Gran_Canaria 3287.04
Nuernberg Enfidha 1493.89
Nuernberg Olbia 964.2
Nuernberg Palma_de_Mallorca 1286.97
Nuernberg Rhodos 2001.01
Nuernberg Istanbul 1713.23
Nuernberg Samos 1824.28
Nuernberg Split 773.99
Nuernberg Tenerife 3346.15
Nuernberg Vienna 431.57
Nuernberg Paris 620.33
Nuernberg Malaga 1898.59
Nuernberg Alicante 1553.37
Nuernberg London 807.16
Nuernberg Barcelona 1149.4
Nuernberg Amsterdam 541.13
Nuernberg Frankfurt 190.58
Nuernberg Munich 137.77
Nuernberg Zurich 292.61
Nuernberg Istanbul 1675.87
Nuernberg Zweibruecken 267.5
Frankfurt Heringsdorf 575.38
Frankfurt Chisinau 1537.12
Frankfurt Athens 1817.16
Frankfurt Heraklion 2115.92
Frankfurt Thessaloniki 1542.17
Frankfurt Charlotte 7060.21
Frankfurt Dallas-Fort_Worth 8259.54
Frankfurt Kuala_Lumpur 10002.66
Frankfurt London 653.44
Frankfurt Philadelphia 6339.9
Frankfurt Alicante 1492.1
Frankfurt Amman 3046.8
Frankfurt Abu_Dhabi 4865.11
Frankfurt Belgrade 1056.26
Frankfurt Kerkyra/corfu 1462.55
Frankfurt Catania 1490.67
Frankfurt Moscow 2049.46
Frankfurt Guernsey 803.24
Frankfurt Helsinki 1540.19
Frankfurt Ibiza 1363.47
Frankfurt London 618.97
Frankfurt Madrid 1418.86
Frankfurt Palma_de_Mallorca 1251.11
Frankfurt Riga 1272.59
Frankfurt Berlin 433.78
Frankfurt Vienna 622.16
Frankfurt Doha 4588.65
Frankfurt Jeddah 4134.03
Frankfurt Larnaca 2638.09
Frankfurt Naples 1110.37
Frankfurt Valencia 1369.52
Frankfurt Vilnius 1244.13
Frankfurt Ottawa 5985.18
Frankfurt Montreal 5855.26
Frankfurt Vancouver 8064.69
Frankfurt Calgary 7530.34
Frankfurt Toronto 6344.66
Frankfurt Atlanta 7410.52
Frankfurt Paris 447.07
Frankfurt Detroit 6680.09
Frankfurt New_York 6189.92
Frankfurt Algier 1543.58
Frankfurt Bangalore 7423.97
Frankfurt Mumbai 6572.81
Frankfurt Delhi 6124.55
Frankfurt Madras 7598.56
Frankfurt Pune 6689.07
Frankfurt Casablanca 2276.09
Frankfurt El_Aroui 1917.89
Frankfurt Bogota 9087.97
Frankfurt Rome 958.16
Frankfurt Hanoi 8716.57
Frankfurt Milan 512.52
Frankfurt Ho_Chi_Minh_City 9661.02
Frankfurt Minsk_2 1397.8
Frankfurt Enfidha 1559.21
Frankfurt Bristol 806.72
Frankfurt Copenhagen 680.32
Frankfurt Chengdu 7814.93
Frankfurt Nanjing 8639.79
Frankfurt Beijing 7791.8
Frankfurt Shanghai 8862.55
Frankfurt Shenyang 8036.58
Frankfurt Taipei 9370.02
Frankfurt Hong_Kong 9158.27
Frankfurt Las_Palmas 2995.0
Frankfurt Agadir 2656.09
Frankfurt Antalya 2299.87
Frankfurt Chania 2046.23
Frankfurt Cancun 8607.2
Frankfurt Dubrovnik 1115.36
Frankfurt Djerba 1805.77
Frankfurt Dalaman 2194.53
Frankfurt Funchal 2834.87
Frankfurt Fuerteventura 3054.82
Frankfurt Havana 8139.1
Frankfurt Holguin 7895.89
Frankfurt Hurghada 3325.65
Frankfurt Kos 2089.66
Frankfurt Las_Vegas 8965.53
Frankfurt Gran_Canaria 3183.92
Frankfurt Mombasa 6709.85
Frankfurt Montego_Bay 8196.32
Frankfurt Male 7888.09
Frankfurt Plaisance 9203.34
Frankfurt Nairobi 6319.04
Frankfurt Puerto_Plata 7572.94
Frankfurt Punta_Cana 7512.87
Frankfurt Recife 7709.75
Frankfurt Rhodos 2179.54
Frankfurt Santo_Domingo 7617.31
Frankfurt Seattle 8199.61
Frankfurt Mahe 7565.01
Frankfurt San_Juan 7354.65
Frankfurt Santa_Cruz_De_La_Palma 3250.94
Frankfurt Split 931.48
Frankfurt Salvador 8355.3
Frankfurt Scarborough 7593.81
Frankfurt Tenerife 3237.82
Frankfurt Varadero 8068.34
Frankfurt Jerez 1883.99
Frankfurt Halifax 5236.2
Frankfurt Dublin 1085.81
Frankfurt Dubai 4846.38
Frankfurt Villafranca 544.09
Frankfurt Addis_Ababa 5351.17
Frankfurt Amsterdam 365.86
Frankfurt Stockholm 1224.91
Frankfurt Barcelona 1092.32
Frankfurt Brussels 303.36
Frankfurt Budapest 836.13
Frankfurt Duesseldorf 188.21
Frankfurt Gothenborg 883.74
Frankfurt Geneva 458.43
Frankfurt Lisbon 1872.39
Frankfurt Lyon 543.09
Frankfurt Marseille 775.6
Frankfurt Munich 300.27
Frankfurt Milano 489.14
Frankfurt Oslo 1142.35
Frankfurt Bucharest 1452.24
Frankfurt Prague 408.18
Frankfurt Toulouse 896.26
Frankfurt Warsaw 898.63
Frankfurt Zurich 284.94
Frankfurt Sofia 1398.27
Frankfurt Keflavik 2401.36
Frankfurt Bahrain 4442.75
Frankfurt Tashkent 4687.96
Frankfurt Tehran 3777.25
Frankfurt Baku 3370.23
Frankfurt Rio_De_Janeiro 9569.01
Frankfurt Sao_Paulo 9798.77
Frankfurt Tokyo 9371.38
Frankfurt Ljubljana 609.36
Frankfurt Pristina 1265.51
Frankfurt Tirana 1289.89
Frankfurt Tselinograd 4312.2
Frankfurt Seoul 8547.76
Frankfurt Malta 1647.09
Frankfurt Kuwait 4023.4
Frankfurt Luxemburg 173.11
Frankfurt Abuja 4564.14
Frankfurt Aberdeen 1064.93
Frankfurt Accra 5007.75
Frankfurt Malaga 1815.89
Frankfurt Alma-ata 5093.07
Frankfurt Beirut 2840.2
Frankfurt Bergen 1161.0
Frankfurt Birmingham 764.98
Frankfurt Bastia 834.42
Frankfurt Bilbao 1148.4
Frankfurt Bangkok 9004.38
Frankfurt Billund 636.86
Frankfurt Bologna 644.82
Frankfurt Boston 5889.69
Frankfurt Bremen 336.46
Frankfurt Basel 280.99
Frankfurt Cairo 2923.6
Frankfurt Caracas 8077.18
Frankfurt Denver 8090.36
Frankfurt Dammam 4370.41
Frankfurt Dresden 388.86
Frankfurt Erbil 3216.97
Frankfurt Edinburgh 1032.31
Frankfurt Newark 6211.52
Frankfurt Buenos_Aires 11504.16
Frankfurt Faro 1957.96
Frankfurt Friedrichshafen 271.37
Frankfurt Florence 720.3
Frankfurt Munster 242.04
Frankfurt Gdansk 830.54
Frankfurt Nizhniy_Novgorod 2421.15
Frankfurt Graz 609.75
Frankfurt Westerland 543.73
Frankfurt Hannover 282.23
Frankfurt Hamburg 412.97
Frankfurt Tokyo 9365.57
Frankfurt Washington 6551.23
Frankfurt Houston 8403.91
Frankfurt Innsbruck 370.13
Frankfurt Istanbul 1864.43
Frankfurt Johannesburg 8692.6
Frankfurt Kiev 1586.29
Frankfurt Osaka 9265.42
Frankfurt Krakow 802.14
Frankfurt Katowice 750.45
Frankfurt Samara 2848.59
Frankfurt Luanda 6565.54
Frankfurt Los_Angeles 9324.18
Frankfurt St._Petersburg 1749.79
Frankfurt Leipzig 303.7
Frankfurt Linz 456.51
Frankfurt Lagos 4857.33
Frankfurt Manchester 831.55
Frankfurt Orlando 7620.66
Frankfurt Mexico_City 9553.54
Frankfurt Miami 7764.32
Frankfurt Montpellier 797.34
Frankfurt Nice 715.44
Frankfurt Nagoya 9298.28
Frankfurt Nuernberg 190.58
Frankfurt Olbia 1018.1
Frankfurt Porto 1651.18
Frankfurt Chicago 6972.05
Frankfurt Palermo 1366.59
Frankfurt Poznan 635.03
Frankfurt Pula 699.31
Frankfurt Riyadh 4295.19
Frankfurt Rzeszow 960.86
Frankfurt San_Francisco 9151.01
Frankfurt Singapore 10284.53
Frankfurt Stuttgart 156.59
Frankfurt Stavanger 1001.95
Frankfurt Salzburg 409.84
Frankfurt Tallinn-ulemiste_International 1470.81
Frankfurt Tel-aviv 2955.17
Frankfurt Torino 540.91
